ortho	phon	lemme	cgram	genre	nombre	
répressions	RepResj§	répression	NOM	f	p	
larmichettes	laRmiSEt	larmichette	NOM	f	p	
effrontés	efR§te	effronté	NOM	m	p	
croisements	kRwaz°m@	croisement	NOM	m	p	
brouettée	bRuEte	brouettée	NOM	f	s	
balcons	balk§	balcon	NOM	m	p	
parr	paR	parr	NOM	m	s	
dégelées	deZ°le	dégelée	NOM	f	p	
bersagliers	bERsaglije	bersaglier	NOM	m	p	
bernoise	bERnwaz	bernois	NOM	f	s	
doux	du	doux	NOM	m		
charmeur	SaRm9R	charmeur	NOM	m	s	
citronnelle	sitRonEl	citronnelle	NOM	f	s	
chou-fleur	Sufl9R	chou-fleur	NOM	m	s	
pilleur	pij9R	pilleur	NOM	m	s	
monopoly	monopoli	monopoly	NOM	m	s	
vocabulaire	vokabylER	vocabulaire	NOM	m	s	
surcot	syRko	surcot	NOM	m	s	
bruns	bR1	brun	NOM	m	p	
fécondité	fek§dite	fécondité	NOM	f	s	
porte-forets	pOR°tfoRE	porte-foret	NOM	m	p	
physiologiste	fizjoloZist	physiologiste	NOM		s	
réserves	RezERv	réserve	NOM	f	p	
satrapes	satRap	satrape	NOM	m	p	
orignaux	oRiNo	orignal	NOM	m	p	
amok	amOk	amok	NOM	m	s	
bonheur-du-jour	bon9RdyZuR	bonheur-du-jour	NOM	m	s	
refuge	R°fyZ	refuge	NOM	m	s	
inculpé	5kylpe	inculpé	NOM	m	s	
duperies	dyp°Ri	duperie	NOM	f	p	
toussotements	tusOt°m@	toussotement	NOM	m	p	
tutelle	tytEl	tutelle	NOM	f	s	
hystéries	isteRi	hystérie	NOM	f	p	
pompier	p§pje	pompier	NOM	m	s	
cretons	kR°t§	creton	NOM	m	p	
doline	dOlin	doline	NOM	f	s	
butte	byt	butte	NOM	f	s	
biffetons	bif°t§	biffeton	NOM	m	p	
centrouse	s@tRuz	centrouse	NOM	f	s	
écales	ekal	écale	NOM	f	p	
analysées	analize	analysé	NOM	f	p	
pentothal	p5total	pentothal	NOM	m	s	
mélinite	melinit	mélinite	NOM	f	s	
dérangés	deR@Ze	dérangé	NOM	m	p	
aéroglisseurs	aeRoglis9R	aéroglisseur	NOM	m	p	
contre-lame	k§tR°lam	contre-lame	NOM	f	s	
certification	sERtifikasj§	certification	NOM	f	s	
complots	k§plo	complot	NOM	m	p	
loyers	lwaje	loyer	NOM	m	p	
cendriers	s@dRije	cendrier	NOM	m	p	
formations	foRmasj§	formation	NOM	f	p	
cholinestérase	kOlinEsteRaz	cholinestérase	NOM	f	s	
almohade	almoad	almohade	NOM		s	
lombarde	l§baRd	lombard	NOM	f	s	
parentèle	paR@tEl	parentèle	NOM	f	s	
cadreurs	kadR9R	cadreur	NOM	m	p	
pignouf	piNuf	pignouf	NOM	m	s	
bataillonnaire	batajonER	bataillonnaire	NOM	m	s	
ultragauche	yltRagoS	ultragauche	NOM	f	s	
pacsif	pakif	pacsif	NOM	m	s	
diesel	djezEl	diesel	NOM	m	s	
porteuse	pORt2z	porteur	NOM	f	s	
inserts	5sER	insert	NOM	m	p	
prose	pRoz	prose	NOM	f	s	
partage	paRtaZ	partage	NOM	m	s	
fatmas	fatma	fatma	NOM	f	p	
analystes	analist	analyste	NOM		p	
cupules	kypyl	cupule	NOM	f	p	
voeu	v2	voeu	NOM	m	s	
brown sugar	bRawnSugaR	brown sugar	NOM	m		
délocalisation	delokalizasj§	délocalisation	NOM	f	s	
surfacturation	syRfaktyRasj§	surfacturation	NOM	f	s	
immatriculations	imatRikylasj§	immatriculation	NOM	f	p	
bistrotiers	bistRotje	bistrotier	NOM	m	p	
pyridoxine	piRidOksin	pyridoxine	NOM	f	s	
expulsé	Ekspylse	expulsé	NOM	m	s	
bleusailles	bl2zaj	bleusaille	NOM	f	p	
amarrage	amaRaZ	amarrage	NOM	m	s	
couleuvres	kul9vR	couleuvre	NOM	f	p	
ophtalmologue	OftalmolOg	ophtalmologue	NOM		s	
imam	imam	imam	NOM	m	s	
levés	l°ve	levé	NOM	m	p	
tourniquets	tuRnikE	tourniquet	NOM	m	p	
icône	ikon	icône	NOM	f	s	
sulfamides	sylfamid	sulfamide	NOM	m	p	
way of life	wEjOflajf	way of life	NOM	m	s	
puriste	pyRist	puriste	NOM		s	
extirpation	EkstiRpasj§	extirpation	NOM	f	s	
pentateuque	p5tat2k	pentateuque	NOM	m	s	
chaîne	SEn	chaîne	NOM	f	s	
congélateurs	k§Zelat9R	congélateur	NOM	m	p	
pattemouilles	pat°muj	pattemouille	NOM	f	p	
guets-apens	gEap@	guets-apens	NOM	m	p	
invulnérabilité	5vylneRabilite	invulnérabilité	NOM	f	s	
opprobre	opRObR	opprobre	NOM	m	s	
labradors	labRadOR	labrador	NOM	m	p	
frein	fR5	frein	NOM	m	s	
ex-mecs	EksmEk	ex-mec	NOM	m	p	
opoponax	opoponaks	opoponax	NOM	m		
sémiologie	semjoloZi	sémiologie	NOM	f	s	
plainte	pl5t	plainte	NOM	f	s	
empierrement	@pjER°m@	empierrement	NOM	m	s	
contre-révolutionnaire	k§tR°RevolysjonER	contre-révolutionnaire	NOM		s	
notations	notasj§	notation	NOM	f	p	
hiérarchisation	jeRaRSizasj§	hiérarchisation	NOM	f	s	
gale	gal	gale	NOM	f	s	
filaments	filam@	filament	NOM	m	p	
canadiens	kanadj5	canadien	NOM	m	p	
pare-feux	paRf2	pare-feux	NOM	m	p	
ouvertures	uvERtyR	ouverture	NOM	f	p	
déchaînements	deSEn°m@	déchaînement	NOM	m	p	
irrecevabilité	iR2s°vabilite	irrecevabilité	NOM	f	s	
fraudeur	fRod9R	fraudeur	NOM	m	s	
crevards	kR°vaR	crevard	NOM	m	p	
calembredaine	kal@bR°dEn	calembredaine	NOM	f	s	
tees	ti	tee	NOM	m	p	
applaudimètre	aplodimEtR	applaudimètre	NOM	m	s	
questeurs	kEst9R	questeur	NOM	m	p	
cartes-lettres	kaRt°lEtR	carte-lettre	NOM	f	p	
ipse	ipse	ipse	NOM	m	s	
sécurité	sekyRite	sécurité	NOM	f	s	
rastafari	RastafaRi	rastafari	NOM	m	s	
gousses	gus	gousse	NOM	f	p	
entortillage	@tORtijaZ	entortillage	NOM	m	s	
terres	tER	terre	NOM	f	p	
mickeys	mikE	mickey	NOM	m	p	
coaccusé	koakyze	coaccusé	NOM	m	s	
déjeuners	deZ9ne	déjeuner	NOM	m	p	
grappillage	gRapijaZ	grappillage	NOM	m	s	
consécution	k§sekysj§	consécution	NOM	f	s	
pullmans	pulman	pullman	NOM	m	p	
mails	mEjl	mail	NOM	m	p	
couchants	kuS@	couchant	NOM	m	p	
cascadeurs	kaskad9R	cascadeur	NOM	m	p	
lierres	ljER	lierre	NOM	m	p	
surveillantes	syRvEj@t	surveillant	NOM	f	p	
bibendum	bib5dOm	bibendum	NOM	m	s	
passe-montagne	pasm§taN	passe-montagne	NOM	m	s	
pitchounette	pitSunEt	pitchounette	NOM	f	s	
tramways	tRamwE	tramway	NOM	m	p	
ouzo	uzo	ouzo	NOM	m	s	
sotie	soti	sotie	NOM	f	s	
comédienne	komedjEn	comédien	NOM	f	s	
milliards	miljaR	milliard	NOM	m	p	
groins	gRw5	groin	NOM	m	p	
variateur	vaRjat9R	variateur	NOM	m	s	
karaté	kaRate	karaté	NOM	m	s	
saules	sol	saule	NOM	m	p	
agro	agRo	agro	NOM		s	
remonte	R°m§t	remonte	NOM	f	s	
rentré	R@tRe	rentré	NOM	m	s	
ébréchures	ebReSyR	ébréchure	NOM	f	p	
speakers	spik9R	speaker	NOM	m	p	
nacres	nakR	nacre	NOM	f	p	
aborigène	aboRiZEn	aborigène	NOM		s	
vermicelles	vERmisEl	vermicelle	NOM	m	p	
elliptique	eliptik	elliptique	NOM	f	s	
événements	evEn°m@	événement	NOM	m	p	
plantons	pl@t§	planton	NOM	m	p	
mayonnaises	majonEz	mayonnaise	NOM	f	p	
spectateurs	spEktat9R	spectateur	NOM	m	p	
iléus	ileys	iléus	NOM	m		
cénobite	senobit	cénobite	NOM	m	s	
lippes	lip	lippe	NOM	f	p	
rapide	Rapid	rapide	NOM		s	
dacron	dakR§	dacron	NOM	m	s	
compagnonnages	k§paNonaZ	compagnonnage	NOM	m	p	
mystification	mistifikasj§	mystification	NOM	f	s	
nid-de-poule	nid°pul	nid-de-poule	NOM	m	s	
hématologue	ematolOg	hématologue	NOM		s	
touristes	tuRist	touriste	NOM		p	
rationalité	Rasjonalite	rationalité	NOM	f	s	
enzymes	@zim	enzyme	NOM	f	p	
papillon	papij§	papillon	NOM	m	s	
ramoneur	Ramon9R	ramoneur	NOM	m	s	
arriérée	aRjeRe	arriéré	NOM	f	s	
adoptée	adOpte	adopté	NOM	f	s	
phantasme	f@tasm	phantasme	NOM	m	s	
rediffusions	R°difyzj§	rediffusion	NOM	f	p	
andrinople	@dRinOpl	andrinople	NOM	f	s	
sénéchaux	seneSo	sénéchal	NOM	m	p	
demi-heures	d°mi9R	demi-heure	NOM	f	p	
cambrioleurs	k@bRijol9R	cambrioleur	NOM	m	p	
éléphanteau	elef@to	éléphanteau	NOM	m	s	
dématérialisation	demateRjalizasj§	dématérialisation	NOM	f	s	
anaphylaxie	anafilaksi	anaphylaxie	NOM	f	s	
récolteurs	RekOlt9R	récolteur	NOM	m	p	
lolitas	lolita	lolita	NOM	f	p	
sanctuaires	s@kt8ER	sanctuaire	NOM	m	p	
mi-carême	mikaREm	mi-carême	NOM	f	s	
évangélistes	ev@Zelist	évangéliste	NOM	m	p	
barbote	baRbOt	barbote	NOM	f	s	
aghas	aga	agha	NOM	m	p	
sabot	sabo	sabot	NOM	m	s	
vista	vista	vista	NOM	f	s	
serpillière	sERpijER	serpillière	NOM	f	s	
ergothérapie	ERgoteRapi	ergothérapie	NOM	f	s	
baigneuses	bEN2z	baigneur	NOM	f	p	
banlieues	b@lj2	banlieue	NOM	f	p	
intermède	5tERmEd	intermède	NOM	m	s	
déflagrations	deflagRasj§	déflagration	NOM	f	p	
monologues	monolOg	monologue	NOM	m	p	
choke	SOk	choke	NOM	m	s	
opportunistes	opORtynist	opportuniste	NOM		p	
marmelades	maRm°lad	marmelade	NOM	f	p	
volières	voljER	volière	NOM	f	p	
répresseur	RepRes9R	répresseur	NOM	m	s	
façonnés	fasone	façonné	NOM	m	p	
fourrière	fuRjER	fourrière	NOM	f	s	
imbibition	5bibisj§	imbibition	NOM	f	s	
sacrifié	sakRifje	sacrifié	NOM	m	s	
maffieux	mafj2	maffieux	NOM	m		
robotiques	Robotik	robotique	NOM	f	p	
hôpitaux	opito	hôpital	NOM	m	p	
rappel	RapEl	rappel	NOM	m	s	
flagellateur	flaZElat9R	flagellateur	NOM	m	s	
putt	p9t	putt	NOM	m	s	
insulteurs	5sylt9R	insulteur	NOM	m	p	
aération	aeRasj§	aération	NOM	f	s	
sous-estimation	suzEstimasj§	sous-estimation	NOM	f	s	
grossesses	gRosEs	grossesse	NOM	f	p	
caret	kaRE	caret	NOM	m	s	
planelle	planEl	planelle	NOM	f	s	
ignominie	iNomini	ignominie	NOM	f	s	
garderies	gaRd°Ri	garderie	NOM	f	p	
claque-merde	klakmERd	claque-merde	NOM	m	s	
romantique	Rom@tik	romantique	NOM		s	
centurions	s@tyRj§	centurion	NOM	m	p	
fouilleurs	fuj9R	fouilleur	NOM	m	p	
sécurit	sekyRi	sécurit	NOM	m	s	
rigolos	Rigolo	rigolo	NOM	m	p	
occidentales	Oksid@tal	occidental	NOM	f	p	
boulevards	bul°vaR	boulevard	NOM	m	p	
taï chi	tajSi	taï chi	NOM	m	s	
brunches	bR9nS	brunch	NOM	m	p	
minceurs	m5s9R	minceur	NOM	f	p	
désespérés	dezEspeRe	désespéré	NOM	m	p	
taquinerie	takin°Ri	taquinerie	NOM	f	s	
banquistes	b@kist	banquiste	NOM		p	
croyants	kRwaj@	croyant	NOM	m	p	
législatif	leZislatif	législatif	NOM	m	s	
futuriste	fytyRist	futuriste	NOM		s	
marteaux	maRto	marteau	NOM	m	p	
canopes	kanOp	canope	NOM	m	p	
sujets	syZE	sujet	NOM	m	p	
spasmophilie	spasmofili	spasmophilie	NOM	f	s	
juvénilité	Zyvenilite	juvénilité	NOM	f	s	
déprimé	depRime	déprimé	NOM	m	s	
guiche	giS	guiche	NOM	f	s	
schupo	Sypo	schupo	NOM	m	s	
aromatiques	aRomatik	aromatique	NOM	m	p	
mythomane	mitoman	mythomane	NOM		s	
nigérien	niZeRj5	nigérien	NOM	m	s	
brie	bRi	brie	NOM		s	
idiots	idjo	idiot	NOM	m	p	
obstructionnisme	OpstRyksjOnism	obstructionnisme	NOM	m	s	
algébriste	alZebRist	algébriste	NOM		s	
violoncelle	vjol§sEl	violoncelle	NOM	m	s	
ornithologues	ORnitolOg	ornithologue	NOM		p	
secrétaires	s°kRetER	secrétaire	NOM		p	
damas	dama	damas	NOM	m		
rebut	R°by	rebut	NOM	m	s	
benzodiazépine	b5zodjazepin	benzodiazépine	NOM	f	s	
chauffe-eau	Sofo	chauffe-eau	NOM	m		
oryx	oRiks	oryx	NOM	m		
rioja	Rjoxa	rioja	NOM	m	s	
observatrices	opsERvatRis	observateur	NOM	f	p	
intermittence	5tERmit@s	intermittence	NOM	f	s	
nasique	nazik	nasique	NOM	m	s	
archéoptéryx	aRkeOpteRiks	archéoptéryx	NOM	m		
voracité	voRasite	voracité	NOM	f	s	
corsage	kORsaZ	corsage	NOM	m	s	
sedan	s°d@	sedan	NOM	m	s	
herminette	ERminEt	herminette	NOM	f	s	
topinambour	topin@buR	topinambour	NOM	m	s	
emplois	@plwa	emploi	NOM	m	p	
stropiats	stRopja	stropiat	NOM	m	p	
théosophes	teozOf	théosophe	NOM		p	
ogresse	ogREs	ogresse	NOM	f	s	
rodeo	Rodeo	rodeo	NOM	m	s	
torticolis	tORtikoli	torticolis	NOM	m		
brésilienne	bReziljEn	brésilien	NOM	f	s	
rondes	R§d	ronde	NOM	f	p	
tranchée-abri	tR@SeabRi	tranchée-abri	NOM	f	s	
libellules	libElyl	libellule	NOM	f	p	
mats	mat	mat	NOM	m	p	
pare-feu	paRf2	pare-feu	NOM	m		
serment	sERm@	serment	NOM	m	s	
porte-objet	pORtObZE	porte-objet	NOM	m	s	
piédestal	pjedEstal	piédestal	NOM	m	s	
quarteron	kaRt°R§	quarteron	NOM	m	s	
miséreux	mizeR2	miséreux	NOM	m		
lacanien	lakanj5	lacanien	NOM	m	s	
traumatologie	tRomatoloZi	traumatologie	NOM	f	s	
contre-courant	k§tR°kuR@	contre-courant	NOM	m	s	
logarithme	logaRitm	logarithme	NOM	m	s	
nylons	nil§	nylon	NOM	m	p	
chapardeur	SapaRd9R	chapardeur	NOM	m	s	
ébullition	ebylisj§	ébullition	NOM	f	s	
codétenus	kodet°ny	codétenu	NOM	m	p	
hauts-commissaires	okomisER	haut-commissaire	NOM	m	p	
farandole	faR@dOl	farandole	NOM	f	s	
réjouissances	ReZwis@s	réjouissance	NOM	f	p	
chorizos	tSoRizo	chorizo	NOM	m	p	
moqueur	mok9R	moqueur	NOM	m	s	
désillusion	dezilyzj§	désillusion	NOM	f	s	
drôlet	dRolE	drôlet	NOM	m	s	
enchanteresse	@S@t°REs	enchanteur	NOM	f	s	
salon	sal§	salon	NOM	m	s	
médiumnité	medjOmnite	médiumnité	NOM	f	s	
scanning	skaniG	scanning	NOM	m	s	
oripeaux	oRipo	oripeau	NOM	m	p	
situation	sit8asj§	situation	NOM	f	s	
arrière-goûts	aRjERgu	arrière-goût	NOM	m	p	
playboy	plEjbwaj	playboy	NOM	m	s	
niches	niS	niche	NOM	f	p	
saie	sE	saie	NOM	f	s	
connexion	konEksj§	connexion	NOM	f	s	
rustres	RystR	rustre	NOM		p	
maghrébin	magReb5	maghrébin	NOM	m	s	
participant	paRtisip@	participant	NOM	m	s	
friselis	fRiz°li	friselis	NOM	m		
coelacanthe	selak@t	coelacanthe	NOM	m	s	
pastoureaux	pastuRo	pastoureau	NOM	m	p	
malchanceuse	malS@s2z	malchanceux	NOM	f	s	
rabatteuses	Rabat2z	rabatteur	NOM	f	p	
écarquillement	ekaRkij°m@	écarquillement	NOM	m	s	
surdouée	syRdue	surdoué	NOM	f	s	
succédanés	syksedane	succédané	NOM	m	p	
dauphin	dof5	dauphin	NOM	m	s	
rives	Riv	rive	NOM	f	p	
ellipse	elips	ellipse	NOM	f	s	
sceptres	sEptR	sceptre	NOM	m	p	
lettes	lEt	lette	NOM		p	
lave-auto	lavoto	lave-auto	NOM	m	s	
blottissement	blOtis°m@	blottissement	NOM	m		
fanions	fanj§	fanion	NOM	m	p	
esclaffement	Esklafm@	esclaffement	NOM	m	s	
estampage	Est@paZ	estampage	NOM	m	s	
coke	kok	coke	NOM		s	
pus	py	pus	NOM	m		
demi-deuil	d°mid9j	demi-deuil	NOM	m	s	
casseurs	kas9R	casseur	NOM	m	p	
blitzkrieg	blitskRik	blitzkrieg	NOM	m	s	
sorbes	sORb	sorbe	NOM	f	p	
babyloniens	babilonj5	babylonien	NOM	m	p	
berlingue	bERl5g	berlingue	NOM	m		
dos	do	dos	NOM	m		
plumules	plymyl	plumule	NOM	f	p	
conjugalité	k§Zygalite	conjugalité	NOM	f	s	
ploucs	pluk	plouc	NOM	m	p	
thanatopraxie	tanatopRaksi	thanatopraxie	NOM	f	s	
tiges	tiZ	tige	NOM	f	p	
trusquin	tRysk5	trusquin	NOM	m	s	
esthéticien	Estetisj5	esthéticien	NOM	m	s	
oeils-de-perdrix	9jd°pERdRi	oeil-de-perdrix	NOM	m	p	
marmelade	maRm°lad	marmelade	NOM	f	s	
tricoteur	tRikot9R	tricoteur	NOM	m	s	
choucas	Suka	choucas	NOM	m		
tiramisu	tiRamizy	tiramisu	NOM	m	s	
enjôleur	@Zol9R	enjôleur	NOM	m	s	
dix-septième	disEtjEm	dix-septième	NOM		s	
égratignures	egRatiNyR	égratignure	NOM	f	p	
lopes	lOp	lope	NOM	f	p	
punching-ball	p9nSiGbOl	punching-ball	NOM	m	s	
décocheuses	dekoS2z	décocheur	NOM	f	p	
crétineries	kRetin°Ri	crétinerie	NOM	f	p	
guenilles	g°nij	guenille	NOM	f	p	
destins	dest5	destin	NOM	m	p	
empreintes	@pR5t	empreinte	NOM	f	p	
travée	tRave	travée	NOM	f	s	
policiers	polisje	policier	NOM	m	p	
délinquances	del5k@s	délinquance	NOM	f	p	
socius	sOsjys	socius	NOM	m		
purgatif	pyRgatif	purgatif	NOM	m	s	
margelles	maRZEl	margelle	NOM	f	p	
super	sypER	super	NOM	m	s	
fox-trot	fOkstRo	fox-trot	NOM	m		
surprise	syRpRiz	surprise	NOM	f	s	
palans	pal@	palan	NOM	m	p	
voltaire	vOltER	voltaire	NOM	m	s	
émigrée	emigRe	émigré	NOM	f	s	
rings	RiG	ring	NOM	m	p	
lamelle	lamEl	lamelle	NOM	f	s	
tétanie	tetani	tétanie	NOM	f	s	
diagnose	djagnoz	diagnose	NOM	f	s	
déménagement	demenaZ°m@	déménagement	NOM	m	s	
smicard	smikaR	smicard	NOM	m	s	
reniflements	R°nifl°m@	reniflement	NOM	m	p	
angéliques	@Zelik	angélique	NOM	f	p	
fibroscope	fibRoskOp	fibroscope	NOM	m	s	
tisanes	tizan	tisane	NOM	f	p	
croquis-minute	kRokiminyt	croquis-minute	NOM	m		
incurable	5kyRabl	incurable	NOM		s	
racoleurs	Rakol9R	racoleur	NOM	m	p	
tigre	tigR	tigre	NOM	m	s	
hyménées	imene	hyménée	NOM	m	p	
thune	tyn	thune	NOM	f	s	
mercredis	mERkR°di	mercredi	NOM	m	p	
turbotières	tyRbosjER	turbotière	NOM	f	p	
orléanistes	ORleanist	orléaniste	NOM		p	
économiste	ekonomist	économiste	NOM		s	
pentecôte	p@tkot	pentecôte	NOM	f	s	
pompiérisme	p§pjeRizm	pompiérisme	NOM	m	s	
demi-page	d2mipaZ	demi-page	NOM	f	s	
analeptiques	analEptik	analeptique	NOM	m	p	
beurrées	b9Re	beurré	NOM	f	p	
ferro	fERo	ferro	NOM	m	s	
sages	saZ	sage	NOM		p	
tétines	tetin	tétine	NOM	f	p	
incandescences	5k@dEs@s	incandescence	NOM	f	p	
guitoune	gitun	guitoune	NOM	f	s	
wagons-citernes	vag§sitERn	wagon-citerne	NOM	m	p	
receveuse	R°s°v2z	receveur	NOM	f	s	
crosse	kROs	crosse	NOM	f	s	
pétrification	petRifikasj§	pétrification	NOM	f	s	
batteuse	bat2z	batteur	NOM	f	s	
prépuce	pRepys	prépuce	NOM	m	s	
bromure	bRomyR	bromure	NOM	m	s	
harmoniums	aRmonjOm	harmonium	NOM	m	p	
tourment	tuRm@	tourment	NOM	m	s	
inintérêt	in5teRE	inintérêt	NOM	m	s	
robe	ROb	robe	NOM	f	s	
shrapnells	SRapnEl	shrapnell	NOM	m	p	
lasure	lasyR	lasure	NOM	f	s	
mameluk	mam°luk	mameluk	NOM	m	s	
bamboula	b@bula	bamboula	NOM	f	s	
cucuterie	kykyt°Ri	cucuterie	NOM	f	s	
celluloïd	selyloid	celluloïd	NOM	m	s	
vadrouilleurs	vadRuj9R	vadrouilleur	NOM	m	p	
start-up	staRt9p	start-up	NOM	f		
faste	fast	faste	NOM		s	
placage	plakaZ	placage	NOM	m	s	
divinités	divinite	divinité	NOM	f	p	
amarante	amaR@t	amarante	NOM		s	
séchoirs	seSwaR	séchoir	NOM	m	p	
patinoires	patinwaR	patinoire	NOM	f	p	
autocratie	otokRasi	autocratie	NOM	f	s	
pacificatrice	pasifikatRis	pacificateur	NOM	f	s	
éraillures	eRajyR	éraillure	NOM	f	p	
victimaire	viktimER	victimaire	NOM	m	s	
magnétron	maNetR§	magnétron	NOM	m	s	
éperviers	epERvje	épervier	NOM	m	p	
macumba	makymba	macumba	NOM	f	s	
personnage-clé	pERsonaZkle	personnage-clé	NOM	m	s	
tanaisie	tanEzi	tanaisie	NOM	f	s	
tories	toRi	tories	NOM	m	p	
damasquinerie	damaskin°Ri	damasquinerie	NOM	f	s	
tourbière	tuRbjER	tourbière	NOM	f	s	
thésaurus	tesORys	thésaurus	NOM	m		
despotisme	despotizm	despotisme	NOM	m	s	
ose	oz	ose	NOM	m	s	
trachéotomie	tRakeotomi	trachéotomie	NOM	f	s	
exhumation	Egzymasj§	exhumation	NOM	f	s	
sensualité	s@s8alite	sensualité	NOM	f	s	
autocar	otokaR	autocar	NOM	m	s	
outillages	utijaZ	outillage	NOM	m	p	
muséum	myzeOm	muséum	NOM	m	s	
assurance	asyR@s	assurance	NOM	f	s	
tintinnabulement	t5tinabyl°m@	tintinnabulement	NOM	m	s	
birchers	biRSe	bircher	NOM	m	p	
conseillères	k§sEjER	conseiller	NOM	f	p	
cold-cream	koldkRim	cold-cream	NOM	m	s	
polémiques	polemik	polémique	NOM	f	p	
standardisation	st@daRdizasj§	standardisation	NOM	f	s	
amérique	ameRik	amérique	NOM	f	s	
castard	kastaR	castard	NOM	m	s	
démantèlement	dem@tEl°m@	démantèlement	NOM	m	s	
bobèche	bobES	bobèche	NOM	f	s	
arousal	aRuzal	arousal	NOM	m	s	
rafistolages	RafistolaZ	rafistolage	NOM	m	p	
fédéralisme	fedeRalizm	fédéralisme	NOM	m	s	
bédouin	bedw5	bédouin	NOM	m	s	
fautes	fot	faute	NOM	f	p	
pet-de-loup	pEd°lu	pet-de-loup	NOM	m	s	
adieux	adj2	adieu	NOM	m	p	
râpé	Rape	râpé	NOM	m	s	
joncaille	Z§kaj	joncaille	NOM	f	s	
terrasson	tERas§	terrasson	NOM	m	s	
travestisme	tRavEstizm	travestisme	NOM	m	s	
biographies	bjogRafi	biographie	NOM	f	p	
palme	palm	palme	NOM	f	s	
argon	aRg§	argon	NOM	m	s	
comporte	k§pORt	comporte	NOM	f	s	
flèche	flES	flèche	NOM	f	s	
surgeon	syRZ§	surgeon	NOM	m	s	
pliure	plijyR	pliure	NOM	f	s	
sprinter	spRint9R	sprinter	NOM	m	s	
gamme	gam	gamme	NOM	f	s	
margelle	maRZEl	margelle	NOM	f	s	
servantes	sERv@t	servant	NOM	f	p	
psychopathes	psikopat	psychopathe	NOM		p	
récépissé	Resepise	récépissé	NOM	m	s	
osiers	ozje	osier	NOM	m	p	
fulminate	fylminat	fulminate	NOM	m	s	
favoritisme	favoRitizm	favoritisme	NOM	m	s	
gazier	gazje	gazier	NOM	m	s	
allié	alje	allié	NOM	m	s	
cul-blanc	kybl@	cul-blanc	NOM	m	s	
hister	istER	hister	NOM	m	s	
acryliques	akRilik	acrylique	NOM	m	p	
soixante	swas@t	soixante	NOM	m		
mutations	mytasj§	mutation	NOM	f	p	
moricauds	moRiko	moricaud	NOM	m	p	
jocrisse	ZokRis	jocrisse	NOM	m	s	
mandant	m@d@	mandant	NOM	m	s	
charpentière	SaRp@tjER	charpentier	NOM	f	s	
hyperkaliémie	ipERkaliemi	hyperkaliémie	NOM	f	s	
keepsake	kipsEk	keepsake	NOM	m	s	
terminaisons	tERminEz§	terminaison	NOM	f	p	
magisters	maZistER	magister	NOM	m	p	
demi-mois	d2mimwa	demi-mois	NOM	m		
cop	kOp	cop	NOM	f	s	
spics	spik	spic	NOM	m	p	
raidissement	REdis°m@	raidissement	NOM	m	s	
rapines	Rapin	rapine	NOM	f	p	
collecteurs	kolEkt9R	collecteur	NOM	m	p	
individus	5dividy	individu	NOM	m	p	
appliques	aplik	applique	NOM	f	p	
pierrot	pjERo	pierrot	NOM	m	s	
carnier	kaRnje	carnier	NOM	m	s	
porte-avion	pORtavj§	porte-avion	NOM	m	s	
tourmenteurs	tuRm@t9R	tourmenteur	NOM	m	p	
coquards	kokaR	coquard	NOM	m	p	
cloutier	klutje	cloutier	NOM	m	s	
piraterie	piRat°Ri	piraterie	NOM	f	s	
médailles	medaj	médaille	NOM	f	p	
galaxie	galaksi	galaxie	NOM	f	s	
bâtisses	batis	bâtisse	NOM	f	p	
constipés	k§stipe	constipé	NOM	m	p	
cheftaines	S°ftEn	cheftaine	NOM	f	p	
ratés	Rate	raté	NOM	m	p	
jouisseur	Zwis9R	jouisseur	NOM	m	s	
auberges	obERZ	auberge	NOM	f	p	
mi-femme	mifam	mi-femme	NOM	f	s	
incrustation	5kRystasj§	incrustation	NOM	f	s	
attributions	atRibysj§	attribution	NOM	f	p	
bosse	bOs	bosse	NOM		s	
exergue	EgzERg	exergue	NOM	m	s	
effilés	efile	effilé	NOM	m	p	
vélomoteur	velomot9R	vélomoteur	NOM	m	s	
pauvrettes	povREt	pauvrette	NOM	f	p	
pédantes	ped@t	pédant	NOM	f	p	
cataplexie	kataplEksi	cataplexie	NOM	f	s	
cantharides	k@taRid	cantharide	NOM	f	p	
sclérose	skleRoz	sclérose	NOM	f	s	
armateurs	aRmat9R	armateur	NOM	m	p	
party	paRti	party	NOM	f	s	
virolet	viROlE	virolet	NOM	m	s	
oxfords	OksfORd	oxford	NOM	m	p	
gymnasium	ZimnazjOm	gymnasium	NOM	m	s	
clandestines	kl@dEstin	clandestin	NOM	f	p	
scanneur	skan9R	scanneur	NOM	m	s	
bouteur	but9R	bouteur	NOM	m	s	
parturiente	paRtyRj@t	parturiente	NOM	f	s	
tricycle	tRisikl	tricycle	NOM	m	s	
opprobres	opRObR	opprobre	NOM	m	p	
myrmidons	miRmid§	myrmidon	NOM	m	p	
diseuse	diz2z	diseur	NOM	f	s	
méplats	mepla	méplat	NOM	m	p	
sansonnet	s@sonE	sansonnet	NOM	m	s	
min	min	min	NOM	m		
sahariennes	saaRjEn	saharien	NOM	f	p	
productrice	pRodyktRis	producteur	NOM	f	s	
ris	Ri	ris	NOM	m		
singe	s5Z	singe	NOM	m	s	
contre-ordre	k§tRORdR	contre-ordre	NOM	m	s	
morte-saison	mORtsEz§	morte-saison	NOM	f	s	
